WKT,gid,access,addr:housename,addr:housenumber,amenity,brand,building,ele,highway,layer,name,operator,shop,tourism,tid,territory_name
"POINT (126.986686382323 37.5749828955208)","6596560074",,,,cafe,,,,,,,,,,,
"POINT (126.983741582324 37.5755984955208)","3612318394",,,,cafe,,,,,,인사동찻집,,,,,
"POINT (126.980782182324 37.5777305955206)","6601891466",,,,cafe,,,,,,16 Bungee,,,,,
"POINT (126.990074682323 37.5737576955209)","6600051910",,,,cafe,,,,,,,,,,,
"POINT (126.990555982323 37.573405295521)","6593164449",,,,cafe,,,,,,"Coffee, Bread, Tea",,,,,
"POINT (126.990347982323 37.5737490955209)","6600067949",,,,cafe,,,,,,,,,,,
"POINT (126.989763782323 37.5742279955209)","5905578785",,,,cafe,,,,,,,,,,,
"POINT (126.990944882323 37.5744004955209)","5900842185",,,,cafe,,,,,,,,,,,
"POINT (126.990924782323 37.5744844955208)","5900842285",,,,cafe,,,,,,,,,,,
"POINT (126.990918282323 37.5745295955209)","6596151679",,,,cafe,,,,,,Cafe El Camino,,,,,
"POINT (126.990891982323 37.5745952955209)","6596127165",,,,cafe,,,,,,Tableware Lab,,,,,
"POINT (126.990345982323 37.5750285955208)","6604142533",,,,cafe,,,,,,Farmer's Barn,,,,,
"POINT (126.980924082324 37.5780306955206)","6594492601",,,,cafe,,,,,,Small House,,,,,
"POINT (126.981142282324 37.5782585955206)","6601873219",,,,cafe,,,,,,Hoard,,,,,
"POINT (126.981812482324 37.5786157955205)","6474793186",,,,cafe,,,,,,Tea House nature,,,,,
"POINT (126.983620482324 37.5781007955206)","6601878842",,,,cafe,,,,,,Jiyugaoka8,,,,,
"POINT (126.985791182323 37.5774092955207)","5798472054",,,,cafe,스타벅스,,,,,Starbucks,(주)스타벅스커피 코리아,,,,
"POINT (126.985785882323 37.5776987955206)","5826366355",,,,cafe,,,,,,,,,,,
"POINT (126.985784282323 37.5777851955206)","5898728886",,,,cafe,,,,,,,,,,,
"POINT (126.986605682323 37.5774845955206)","6507290987",,,,cafe,,,,,,어니언,,,,,
"POINT (126.986648682323 37.5778140955206)","5898728887",,,,cafe,,,,,,,,,,,
"POINT (126.986651982323 37.5782597955206)","5898728985",,,,cafe,,,,,,,,,,,
"POINT (126.986672382323 37.5783703955206)","5901740890",,,,cafe,,,,,,,,,,,
"POINT (126.986637082323 37.5785417955205)","5898728888",,,,cafe,,,,,,,,,,,
"POINT (126.989166882323 37.5761946955207)","6601529363",,,,cafe,,,,,,Bellagio,,,,,
"POINT (126.989349282323 37.5760439955207)","6601575107",,,,cafe,,,,,,McAdams,,,,,
"POINT (126.989301482323 37.5762693955207)","6601555709",,,,cafe,,,,,,,,,,,
"POINT (126.989382582323 37.5766646955207)","6601551949",,,,cafe,,,,,,Coffee Là,,,,,
"POINT (126.989144382323 37.5768693955207)","6597926221",,,,cafe,,,,,,De Chocolate,,,,,
"POINT (126.989364882323 37.5768723955207)","6601515763",,,,cafe,,,,,,Jace King Coffee,,,,,
"POINT (126.989443082323 37.5769864955207)","6597915820",,,,cafe,,,,,,,,,,,
"POINT (126.990522382323 37.5763734955207)","6594311322",,,,cafe,,,,,,,,,,,
"POINT (126.989832982323 37.5767304955207)","6597834084",,,,cafe,,,,,,,,,,,
"POINT (126.990114682323 37.5769238955207)","6700002185",,,,cafe,,,,,,카페부미,,,,,
"POINT (126.990853382323 37.5769632955207)","5901740891",,,,cafe,,,,,,,,,,,
"POINT (126.988512882323 37.5777373955206)","6507549586",,,,cafe,,,,,,Fritz Coffee,,,,,
"POINT (126.980962282324 37.5799803955204)","6633031485",,,,cafe,,,,,,,,,,,
"POINT (126.985903382323 37.573337895521)","6596572703",,,,cafe,,,,,,,,,,,
"POINT (126.986650682323 37.5789543955205)","5898729285",,,,cafe,,,,,,,,,,,
"POINT (126.981749682324 37.5797490955204)","6760991186",,,,cafe,,,,,,,,,,,
"POINT (126.981249182324 37.5810112955203)","6594490724",,,,cafe,,,,,,Trad cafe Daon,,,,,
"POINT (126.981942382324 37.5802930955204)","6594490197",,,,cafe,,,,,,Globo,,,,,
"POINT (126.982075382324 37.5803093955204)","6594492992",,,,cafe,,,,,,Cat Cafe,,,,,
"POINT (126.985419082323 37.5810635955203)","6825093085",,,,cafe,,,,,,북스쿡스,,,,,
"POINT (126.980973282324 37.5824081955202)","6594474646",,,,cafe,,,,,,Cafe 88st,,,,,
"POINT (126.981048882324 37.5826807955202)","6594474181",,,,cafe,,,,,,Deux Amis,,,,,
"POINT (126.981162582324 37.5828314955202)","6594442970",,,,cafe,,,,,,,,,,,
"POINT (126.982235582324 37.5821224955203)","5018732924",,,"26",cafe,,,,,,차마시는뜰,,,,,
"POINT (126.981712382324 37.5828445955202)","6669281583",,,"83",cafe,,,,,,라플란드 드 카페는,,,,,
"POINT (126.981240982324 37.5829044955202)","6430505798",,,,cafe,,,,,,,,,,,
"POINT (126.981674182324 37.5834346955202)","3226266692",,,89-1,cafe,,,,,,융,,,,,
"POINT (126.981426582324 37.5835999955201)","3261781688",,,"42",cafe,,,,,,라끌레,,,,,
"POINT (126.984927382324 37.5818393955203)","6594490614",,,,cafe,,,,,,Cafe Racer,,,,,
"POINT (126.986328382323 37.5793891955205)","5286953325",,,"23",cafe,스타벅스,,,,,스타벅스 북촌로점,(주)스타벅스커피 코리아,,,,
"POINT (126.991536582323 37.5773945955206)","5853449686",,,,cafe,,,,,,,,,,,
"POINT (126.986845382323 37.5792279955205)","6594490525",,,,cafe,,,,,,Coffee Roasters,,,,,
"POINT (126.986827882323 37.5799859955204)","6594492991",,,,cafe,,,,,,Dooroo,,,,,
"POINT (126.987528482323 37.5792697955205)","5901737590",,,,cafe,,,,,,,,,,,
"POINT (126.986691982323 37.5806111955204)","5856034486",,,,cafe,,,,,,,,,,,
"POINT (126.986814782323 37.5805421955204)","5856034485",,,,cafe,,,,,,,,,,,
"POINT (126.986819482323 37.5809601955204)","6594482436",,,,cafe,,,,,,Modern Factory,,,,,
"POINT (127.001502682321 37.5750478955208)","7127726115",,,"63",cafe,,,,,,효제 눅,,,,,
"POINT (126.986824382323 37.5812994955203)","5856034487",,,,cafe,,,,,,,,,,,
"POINT (127.001908582321 37.5766749955207)","4289910289",,,"57",cafe,스타벅스,,,,,스타벅스 대학로점,(주)스타벅스커피 코리아,,,,
"POINT (126.988969782323 37.5792110955205)","6897422686",,,,cafe,,,,,,,,,,,
"POINT (126.991973782323 37.5787637955205)","6594466356",,,,cafe,,,,,,,,,,,
"POINT (126.986658682323 37.5826552955202)","6594481453",,,,cafe,,,,,,,,,,,
"POINT (126.991095082323 37.5738922955209)","5901154586",,,,cafe,,,,,,,,,,,
"POINT (126.997559082322 37.5841513955201)","4857456724",,,,cafe,,,,,,,,,,,
"POINT (126.991840782323 37.573437895521)","6594454856",,,,cafe,,,,,,Tong Tong Cafe,,,,,
"POINT (126.991115882323 37.5742279955209)","5901154585",,,,cafe,,,,,,,,,,,
"POINT (126.988781082323 37.5943152955193)","6720617886",,,,cafe,,,,,,,,,,,
"POINT (126.981945082324 37.58510679552)","3226393400",,,"109",cafe,,,,,,커피빈 삼청동점,,,,,
"POINT (126.981740382324 37.58549639552)","3227569173",,,"113",cafe,,,"1",,,빙빙빙 삼청점,,,,,
"POINT (126.982154782324 37.58504219552)","6594483173",,,,cafe,,,,,,Paulin pancake,,,,,
"POINT (126.981539982324 37.5865059955199)","3226509037",,,"123",cafe,,,"1",,,기야마,,,,,
"POINT (126.982269682324 37.5870890955199)","5843287586",,,,cafe,,,,,,,,,,,
"POINT (126.998139782322 37.5927246955194)","6742075385",,,,cafe,,,,,,,,,,,
"POINT (126.962183982327 37.597855995519)","2447785724",,,"269",cafe,,,,,,카페 세검정,,,,,
"POINT (126.968002182326 37.5953969955192)","6763759885",,,,cafe,,,,,,,,,,,
"POINT (126.960369082327 37.6060256955184)","4294500723",,,,cafe,,,,,,Cafebee,,,,,
"POINT (126.966829782326 37.6057843955184)","2279744019",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (126.966948282326 37.6065256955184)","2279744004",,,,cafe,,,,,,Tart,,,,,
"POINT (126.969531682326 37.6067108955183)","2279743982",,,,cafe,,,,,,코코브루니,,,,,
"POINT (126.992552982322 37.5944783955193)","6853152819",,,"155",cafe,,,,,,,,,,,
"POINT (126.997414882322 37.610384795518)","4640074986",,,,cafe,,,,,,예매(예대매점),,,,,
"POINT (127.005202082321 37.5332788955241)","5566494541",,,,cafe,,,,,,,,,,,
"POINT (126.996291982322 37.5934366955194)","6720644703",,,,cafe,,,,,,,,,,,
"POINT (126.994606182322 37.5949354955192)","6535540685",,,"8",cafe,,,,,,,,,,,
"POINT (127.00701668232 37.534931795524)","6550567685",,,,cafe,,,,,,,,,,,
"POINT (127.00865058232 37.534546495524)","4663795493",,,,cafe,,,,,,크레마 카탈레나,,,,,
"POINT (127.01127078232 37.5407241955236)","5564107924",,,,cafe,,,,,,,,,,,
"POINT (127.038272082316 37.5453854955232)","5195384020",,,,cafe,,,,,,안녕하세요,,,,,
"POINT (127.027007482318 37.5317872955242)","5993582975",,,,cafe,,,,,,,,,,,
"POINT (127.040219682316 37.547317995523)","6333784685",,,"13",cafe,,,,,,,,,,,
"POINT (127.041583882316 37.5465841955231)","4967495021",,,,cafe,,,,,,Center Coffee,,,,,
"POINT (127.040753682316 37.547178595523)","7558368292",,,,cafe,,,,,,Sabaiarom,,,,,
"POINT (127.041771982316 37.547969795523)","7115074486",,,"2",cafe,,,,,,ㅊa,,,,,
"POINT (127.042205382316 37.547569995523)","6342629187",,,"9",cafe,,,,,,,,,,,
"POINT (127.042323582316 37.547533195523)","7558383787",,,,cafe,,,,,,Cafe성수,,,,,
"POINT (127.042528882316 37.548074895523)","7259873525",,,"43",cafe,,,,,,메쉬커피 Mesh Coffee,,,,,
"POINT (127.01126778232 37.5546205955224)","6968420331",,,,cafe,,,,,,Coffee Factory,,,,,
"POINT (127.01077518232 37.5553369955224)","4642394322",,,"129",cafe,스타벅스,,,,,Starbucks,(주)스타벅스커피 코리아,,,,
"POINT (127.01180608232 37.5542442955225)","4643405104",,,,cafe,,,,,,jbrown,,,,,
"POINT (127.01066988232 37.5566610955223)","6819467300",,,"23",cafe,,,,,,CDT coffeebar,,,,,
"POINT (127.006330482321 37.5617946955219)","6652433486",,,,cafe,,,,,,,,,,,
"POINT (127.003842482321 37.5650156955216)","4901708421",,,,cafe,,,,,,,,,,,
"POINT (127.021650182318 37.5569692955222)","5209543594",,,,cafe,,,,,,,,,,,
"POINT (127.00722058232 37.5652474955216)","5585481421",,,,cafe,,,,,,,,,,,
"POINT (127.003840282321 37.5648048955216)","5903853487",,,,cafe,,,,,,,,,,,
"POINT (127.006298182321 37.5665179955215)","6768712087",,,,cafe,,,,,,Starbucks,,,,,
"POINT (127.00955878232 37.5652978955216)","5845229685",,,,cafe,,,,,,,,,,,
"POINT (127.004725182321 37.5647305955216)","5903853488",,,,cafe,,,,,,,,,,,
"POINT (127.00807898232 37.5670465955214)","5426374021",,,18-134,cafe,,,,,,오설록,,,,,
"POINT (127.00797748232 37.5670952955214)","6676049271",,,,cafe,,,,,,할리스 커피,,,,,
"POINT (127.00950608232 37.5674169955214)","5845532487",,,,cafe,,,,,,,,,,,
"POINT (127.00851518232 37.5713304955211)","6414252835",,,,cafe,,,,,,Cafe 275,,,,,
"POINT (127.006430582321 37.5703907955212)","5845538185",,,,cafe,,,,,,,,,,,
"POINT (127.014895282319 37.5635278955217)","7557536995",,,,cafe,,,,,,맥주나라           Ediya coffee,,,,,
"POINT (127.015193782319 37.5634772955217)","7557536896",,,,cafe,,,,,,레드망고,,,,,
"POINT (127.014921882319 37.5636845955217)","7557536829",,,,cafe,,,,,,마실coffee,,,,,
"POINT (127.015560382319 37.5641922955217)","7557536894",,,,cafe,,,,,,누런땅콩커피,,,,,
"POINT (127.016794582319 37.5649159955216)","7557536865",,,,cafe,,,,,,학다방,,,,,
"POINT (127.023796182318 37.5676498955214)","5066429521",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.015177282319 37.5970162955191)","3521061294",,,,cafe,,,,,,Bokka,,,,,
"POINT (127.045245182315 37.5561052955223)","4115325316",,,,cafe,,,,,,,,,,,
"POINT (127.045826782315 37.5566676955223)","4115325320",,,,cafe,,,,,,,,,,,
"POINT (127.035393682317 37.5640219955217)","6455001931",,,,cafe,할리스커피,,,,,할리스커피,(주)할리스에프앤비,,,,
"POINT (127.054884782314 37.5399739955236)","6751574486",,,,cafe,,,,,,Vienna cafe,,,,,
"POINT (127.046903082315 37.5429944955234)","4071479359",,,2길 20,cafe,,,,,,카우앤독(CoWnDoG),,,,,
"POINT (127.056226482314 37.5419969955234)","6031391086",,,,cafe,,,,,,,,,,,
"POINT (127.056444782314 37.5419324955235)","6333764786",,,"78",cafe,,,,,,,,,,,
"POINT (127.055051882314 37.5443248955232)","7016579490",,,,cafe,,,,,,이디야커피,,,,,
"POINT (127.046574282315 37.5467834955231)","4637594597",,,,cafe,,,,,,카페마놀린,,,,,
"POINT (127.049125182315 37.5459084955231)","1957908064",,,,cafe,,,,,,Coffee Tree,,,,,
"POINT (127.050415882314 37.5466756955231)","6853357880",,,,cafe,,,,,,Terrible,,,,,
"POINT (127.056919682314 37.5432218955233)","7494201051",,,,cafe,스타벅스,,,,,스타벅스,,,,,
"POINT (127.058232182313 37.5447134955232)","5941351285",,,,cafe,,,,,,어니언카페,,,,,
"POINT (127.065434382312 37.5411556955235)","5544094225",,,,cafe,,,,,,Dore Dore彩虹蛋糕,,,,,
"POINT (127.067486482312 37.5465036955231)","4630972741",,,"117",cafe,,,,,,카페노니다,,,,,
"POINT (127.066084082312 37.547468395523)","4630972599",,,"57",cafe,,,,,,카페자스 성수점,,,,,
"POINT (127.075646282311 37.5388797955237)","3750104427",,,,cafe,,,,,,Bellorg Espresso,,,,,
"POINT (127.077303682311 37.5386222955237)","3750113825",,,,cafe,,,,,,The Su Coffee!,,,,,
"POINT (127.08502388231 37.5324470955242)","6807931338",,,,cafe,,,,,,Paddler Coffee,,,,,
"POINT (127.08370548231 37.5364507955239)","5183863096",,,,cafe,,,,,,Tous les Jours,,,,,
"POINT (127.08379208231 37.5368641955238)","4641964794",,,,cafe,카페베네,,,,,카페베네,Caffe Bene,,,,
"POINT (127.08407228231 37.5385401955237)","3731383626",,,,cafe,,,,,,ToPesso,,,,,
"POINT (127.08317518231 37.5392323955237)","3731383425",,,,cafe,,,,,,Tom n Toms Coffee,,,,,
"POINT (127.08310568231 37.5395274955236)","3731364328",,,,cafe,,,,,,커핀그루나루 (Coffine Gurunaru),,,,,
"POINT (127.08329588231 37.5398076955236)","3731364327",,,,cafe,,,,,,Ediya Coffee,,,,,
"POINT (127.07866288231 37.5454538955232)","3996936061",,,,cafe,,,,,,Standing Coffee,,,,,
"POINT (127.070957082312 37.5481475955229)","6210299487",,,,cafe,,,,,,,,,,,
"POINT (127.073179282311 37.5492630955229)","7331728193",,,38 (1~2층),cafe,,,,,,커피나무 어린이대공원역점,,,,,
"POINT (127.075694382311 37.5465645955231)","3740018725",,,,cafe,,,,,,Ediya coffee,,,,,
"POINT (127.075491882311 37.5467153955231)","3740018129",,,,cafe,,,,,,Hollys coffee,,,,,
"POINT (127.08377558231 37.5411804955235)","3714798929",,,,cafe,,,,,,Coffee House,,,,,
"POINT (127.08337158231 37.5450575955232)","3996935762",,,,cafe,,,,,,,,,,,
"POINT (127.08456258231 37.5428667955234)","3722821325",,,,cafe,,,,,,Yoger Presso,,,,,
"POINT (127.089009482309 37.5404665955236)","3991862576",,,,cafe,,,,,,"O;Brown Coffee & Dishes",,,,,
"POINT (127.086035782309 37.5449318955232)","3996935865",,,,cafe,,,,,,Ediya Coffee,,,,,
"POINT (127.087231382309 37.5451708955232)","3996936286",,,,cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (127.088971282309 37.5449993955232)","3996936079",,,,cafe,,,,,,Roasting point,,,,,
"POINT (127.047095482315 37.5547304955224)","4115325319",,,,cafe,,,,,,,,,,,
"POINT (127.049220982315 37.5558096955223)","4115322932",,,,cafe,,,,,,Coffee Queue,,,,,
"POINT (127.047575582315 37.5571098955222)","4115325318",,,,cafe,,,,,,,,,,,
"POINT (127.048396082315 37.5577582955222)","4115325317",,,,cafe,,,,,,,,,,,
"POINT (127.049581582315 37.5582729955222)","4115325315",,,,cafe,,,,,,,,,,,
"POINT (127.054911482314 37.5648353955216)","2458994974",,,,cafe,,,,,,Coffeenie Cafe,,,,,
"POINT (127.065196382312 37.5622833955218)","5874689585",,,,cafe,스타벅스,,,,,,,,,,
"POINT (127.065722082312 37.5630374955218)","7557524716",,,,cafe,,,,,,Tomntos coffee,,,,,
"POINT (127.072060682311 37.5562105955223)","7558410985",,,,cafe,,,,,,Coffee by coffee,,,,,
"POINT (127.072003482311 37.5565102955223)","7558367808",,,,cafe,,,,,,Coffee by            coffee,,,,,
"POINT (127.077210182311 37.5533359955225)","3991862868",,,,cafe,,,,,,Yoger Presso,,,,,
"POINT (127.078199782311 37.5552074955224)","3991862568",,,,cafe,,,,,,2U,,,,,
"POINT (127.075614982311 37.5586037955221)","7557590129",,,,cafe,,,,,,Coffeebay,,,,,
"POINT (127.076976582311 37.5641471955217)","7558369296",,,,cafe,,,,,,대광커피숍B1,,,,,
"POINT (127.076970382311 37.5641635955217)","7558410988",,,,cafe,,,,,,대광커피숖B1,,,,,
"POINT (127.077223382311 37.5641538955217)","7557531200",,,,cafe,,,,,,대광커피숖,,,,,
"POINT (127.069685382312 37.5718797955211)","7557530806",,,,cafe,,,,,,Demi,,,,,
"POINT (127.001965182321 37.5749660955208)","4289899892",,,,cafe,,,,,,Cafe GAMOS,,,,,
"POINT (127.002226582321 37.5758373955208)","4289880292",,,,cafe,,,,,,이화스튜디오,,,,,
"POINT (127.002425482321 37.5756474955208)","4289901290",,,,cafe,,,,,,HGV,,,,,
"POINT (127.002082682321 37.5760000955207)","4289910390",,,,cafe,,,,,,Bean tree,,,,,
"POINT (127.002227982321 37.5760516955207)","4289910389",,,,cafe,,,,,,이화동,,,,,
"POINT (127.00817028232 37.5777594955206)","6035887686",,,,cafe,,,,,,,,,,,
"POINT (127.00808488232 37.5781015955206)","6433912986",,,,cafe,,,,,,,,,,,
"POINT (127.003539182321 37.5799066955204)","7016316056",,,"25",cafe,,,,,,들다방,,,,,
"POINT (127.003480682321 37.5803442955204)","6312074886",,,,cafe,,,,,,제프리카벤디쉬카페,,,,,
"POINT (127.002283282321 37.5815185955203)","4289936889",,,"116",cafe,스타벅스,,,,,스타벅스 마로니에공원점,(주)스타벅스커피 코리아,,,,
"POINT (127.002543282321 37.5841829955201)","4857446025",,,"19",cafe,,,,,,카페다오,,,,,
"POINT (127.01011328232 37.5817792955203)","4661684980",,,,cafe,,,,,,그라지아,,,,,
"POINT (127.00990408232 37.5822941955203)","4662636686",,,,cafe,,,,,,상상마루,,,,,
"POINT (127.01017738232 37.5824879955202)","4661684975",,,,cafe,,,,,,팥고당,,,,,
"POINT (127.01053828232 37.5826156955202)","4661684981",,,,cafe,,,,,,그라지아,,,,,
"POINT (127.021288982319 37.5819218955203)","7558411018",,,,cafe,,,,,,Gaya coffee,,,,,
"POINT (127.022043382318 37.5821725955203)","4665481897",,,,cafe,,,,,,한옥집,,,,,
"POINT (127.022602182318 37.5823966955202)","4665481898",,,,cafe,,,,,,라센느,,,,,
"POINT (127.006006582321 37.5869787955199)","6752936885",,,,cafe,,,,,,,,,,,
"POINT (127.004940282321 37.5882026955198)","5853383516",,,,cafe,,,,,,,,,,,
"POINT (127.005135282321 37.5891842955197)","6469003288",,,,cafe,,,,,,,,,,,
"POINT (127.00769628232 37.5897389955197)","7557531099",,,,cafe,,,,,,스윗하다,,,,,
"POINT (127.01220998232 37.5910499955196)","357858434",,,,cafe,,,,,,kill,,,,,
"POINT (127.018941082319 37.58521999552)","7557517934",,,,cafe,,,,,,카페리빈,,,,,
"POINT (127.017716182319 37.5919363955195)","7557499059",,,,cafe,,,,,,멀티룸카페5F               헌혈의집4F,,,,,
"POINT (127.018797682319 37.5909531955196)","7557590542",,,,cafe,,,,,,Starbuks,,,,,
"POINT (127.020389682319 37.5914947955195)","4584903623",,,"3",cafe,,,,,,카덴차,,,,,
"POINT (127.021466682318 37.5903871955196)","5757538421",,,86-5,cafe,,,,,,당신의 나의 케이크,,,,,
"POINT (127.025617082318 37.5765760955207)","4665492943",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.025122782318 37.5807291955204)","5480219558",,,,cafe,,,,,,cafe 하룻고양이,,,,,
"POINT (127.028946782317 37.5829404955202)","3964313154",,,,cafe,,,,,,,,,,,
"POINT (127.029229382317 37.5830808955202)","3972902649",,,"73",cafe,,,,,,Coffine Gurunaru,,,,,
"POINT (127.029249582317 37.5836713955201)","3973893933",,,,cafe,,,,,,Seoul Kitchen Coffee,,,,,
"POINT (127.030286482317 37.5791561955205)","3957786077",,,,cafe,,,,,,Cafe 아도니스,,,,,
"POINT (127.032011982317 37.5812747955203)","3957786168",,,,cafe,,,,,"-1",,,,,,
"POINT (127.034400782317 37.5805898955204)","3971110110",,,,cafe,,,,,,,,,,,
"POINT (127.029586982317 37.5831925955202)","3958171177",,,,cafe,,,,,,Cafe Cantata,,,,,
"POINT (127.029447782317 37.5836345955202)","3958171176",,,,cafe,,,,,,Holly's Coffee,,,,,
"POINT (127.029535382317 37.5839405955201)","3958171174",,,,cafe,스타벅스,,,,,Starbucks Coffee,(주)스타벅스커피 코리아,,,,
"POINT (127.038977082316 37.5759773955207)","5170902525",,,,cafe,,,,,,Cafe JNY,,,,,
"POINT (127.045804582315 37.5741406955209)","5140461070",,,,cafe,,,,,,Gold Smile,,,,,
"POINT (127.045895782315 37.5742277955209)","5140461068",,,,cafe,,,,,,Paris Baguette,,,,,
"POINT (127.040550782316 37.5762186955207)","5170902522",,,,cafe,,,,,,Coffee December,,,,,
"POINT (127.026269982318 37.5848765955201)","3582450602",,,,cafe,,,,,,Sandpresso,,,,,
"POINT (127.029306282317 37.5847704955201)","3958170276",,,,cafe,,,,,,Top Ryde Chocolate Bar,,,,,
"POINT (127.029246782317 37.58597889552)","1934133155",,,"6",cafe,,,,,,던킨도너츠 (Dunkin Donuts),,,,,
"POINT (127.029496182317 37.58543899552)","1934154398",,,"17",cafe,,,,,,카페다빈치 (Cafe Davinci),,,,,
"POINT (127.030618782317 37.5862522955199)","3391956093",,,,cafe,스타벅스,,,,,Starbucks,(주)스타벅스커피 코리아,,,,
"POINT (127.029910582317 37.5866448955199)","3972932208",,,,cafe,,,,,,Cafe C,,,,,
"POINT (127.029805582317 37.5869941955199)","6267414588",,,,cafe,,,,,,,,,,,
"POINT (127.034745282317 37.5880915955198)","1934201793",,,,cafe,,,,,,세렌디피티커피 (Serendipity Coffee),,,,,
"POINT (127.01281138232 37.6027938955186)","7558506616",,,,cafe,,,,,,만남휴게소,,,,,
"POINT (127.00887058232 37.6042589955185)","7557498995",,,,cafe,,,,,,안단테느리게,,,,,
"POINT (127.01311958232 37.6026472955187)","7509245385",,,,cafe,,,,,,커피나무아래,,,,,
"POINT (127.01311148232 37.6026557955186)","7558557400",,,,cafe,,,,,,커피나무아래,,,,,
"POINT (127.023505282318 37.6032426955186)","7557595297",,,,cafe,,,,,,불난집          복다방B1,,,,,
"POINT (127.023655682318 37.6031501955186)","7557597288",,,,cafe,,,,,,빽다방,,,,,
"POINT (127.00756108232 37.6085790955182)","7558361690",,,,cafe,,,,,,빈스브라운,,,,,
"POINT (127.00866938232 37.611131595518)","7558368303",,,,cafe,,,,,,EDIYACOFFEE,,,,,
"POINT (127.017400082319 37.5955241955192)","4634102354",,,,cafe,,,,,,김씨커피,,,,,
"POINT (127.029217982317 37.6078358955182)","6312248785",,,,cafe,,,,,,,,,,,
"POINT (127.040788382316 37.6039588955186)","7017315403",,,"56",cafe,,,,,,인포숍카페별꼴,,,,,
"POINT (127.053392982314 37.5835209955202)","2335015894",,,,cafe,,,,,,엔제리너스,,,,,
"POINT (127.053861482314 37.5833561955202)","3166435910",,,,cafe,,,,,,투썸플레이스,,,,,
"POINT (127.059443882313 37.5825481955202)","2335003294",,,,cafe,,,,,,프리존,,,,,
"POINT (127.060184182313 37.5837597955202)","2335003539",,,,cafe,,,,,,휴,,,,,
"POINT (127.052939882314 37.58542389552)","7271963740",,,"9",cafe,,,,,,너디블루,,,,,
"POINT (127.054594682314 37.5834614955202)","3166437593",,,,cafe,,,,,,EDIYA CAFE,,,,,
"POINT (127.051411982314 37.5951138955192)","5196252707",,,"26",cafe,,,,,,이디야 경희대캠퍼스점,,,,,
"POINT (127.054720282314 37.5834165955202)","3166442377",,,,cafe,,,,,,,,,,,
"POINT (127.057442882313 37.5846664955201)","2335006150",,,,cafe,카페베네,,,,,카페베네,Caffe Bene,,,,
"POINT (127.071973082311 37.5742945955209)","7557524318",,,,cafe,,,,,,Pervita,,,,,
"POINT (127.060995382313 37.58534979552)","5160182036",,,,cafe,,,,,,ssaga,,,,,
"POINT (127.067882982312 37.5785725955205)","6374927688",,,,cafe,,,,,,,,,,,
"POINT (127.072952882311 37.5814777955203)","7557499001",,,,cafe,,,,,,커피향기,,,,,
"POINT (127.071063782312 37.5817383955203)","7557515519",,,,cafe,,,,,,DOUDOU,,,,,
"POINT (127.08160398231 37.5803987955204)","2466549511",,,,cafe,,,,,,Caffé bene,,,,,
"POINT (127.159027082299 37.4447648955311)","4720489334",,,,cafe,,,,,,카페,,,,,
"POINT (127.087906382309 37.5805116955204)","2461157462",,,,cafe,,,,,,Seven Monkeys Coffee,,,,,
"POINT (127.055451582314 37.5966270955191)","5137003522",,,,cafe,,,,,,진선카페,,,,,
"POINT (127.061706282313 37.6065355955183)","7720157697",,,,cafe,,,,,,이디야 커피,,,,,
"POINT (127.078167182311 37.6097490955181)","4634012271",,,"890",cafe,,,,,,라떼 플로라,,,,,
"POINT (127.102903182307 37.4810584955283)","6602796831",,,,cafe,,,,,,갤러리카페 엔소,,,,,
"POINT (127.147741382301 37.4443908955312)","4636652792",,,,cafe,,,,,,,,,,,
"POINT (127.138597582302 37.4674455955293)","4703576324",,,22-8,cafe,,,,,,블레스롤,,,,,
"POINT (127.166214482298 37.4598502955299)","7195249457",,,"556",cafe,,,,,,탐앤탐스  을지대점,,,,,
"POINT (127.149769382301 37.4729486955289)","4700492287",,,,cafe,,,,,,이디아,,,,,
"POINT (127.143411182302 37.4784527955285)","4641175503",,,,cafe,,,,,,nearmyB,,,,,
"POINT (127.150242782301 37.4736325955289)","4700492990",,,,cafe,,,,,,파리바케트,,,,,
"POINT (127.100315082307 37.4989462955269)","6777176721",,,,cafe,,,,,,Selecto Coffee,,,,,
"POINT (127.098668182308 37.5003975955267)","6777176724",,,,cafe,,,,,,Modern b,,,,,
"POINT (127.091950782309 37.5071079955262)","7552913267",,,,cafe,,,,,,쥬시,,,,,
"POINT (127.093864982308 37.5058972955263)","1839891677",,,,cafe,,,,,,나무아래갤러리,,,,,
"POINT (127.094374682308 37.5068653955262)","1839875601",,,,cafe,카페베네,,,,,카페베네,Caffe Bene,,,,
"POINT (127.097235882308 37.5027424955265)","6777176729",,,,cafe,,,,,,Hollys Coffee,,,,,
"POINT (127.101688382307 37.5047043955264)","6777176736",,,,cafe,,,,,,B mine,,,,,
"POINT (127.098893482308 37.5032808955265)","6859206168",,,,cafe,,,,,,Coffee Story,,,,,
"POINT (127.096334682308 37.5064928955263)","6283796206",,,,cafe,,,,,,Coffee Smith,,,,,
"POINT (127.096708682308 37.5063925955263)","6002134415",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
